code,course,university,stream,colombo,gampaha,kaluthara,matale,kandy,nuwara_eliya,galle,matara,hambantota,jaffna,kilinochchi,mannar,mallaitivu,vavuniya,trincomalee,batticaloa,ampara,puttalam,kurunegala,anuradhapura,polonnaruwa,badulla,monaragala,kegalle,ratnapura,course_code,uni_code,subjects,medium,degree,duration
001A,MEDICINE,university_of_colombo,biological_science,2.37,2.37,2.3809,2.4415,2.5094,2.8086,2.3865,2.3706,2.4802,2.3703,2.4962,2.527,NQC,2.8227,2.479,2.4312,2.3849,2.3803,2.4158,2.378,2.5831,2.4412,2.4569,2.3907,2.3844,1,A,biology|chemistry|physics,english,Bachelor of Medicine,5
001B,MEDICINE,university_of_peradeniya,biological_science,2.1625,2.1812,2.1587,2.1817,2.1565,2.2153,2.2065,2.2008,2.1781,2.1833,2.2201,NQC,2.2856,2.201,2.352,2.1799,2.1581,2.1963,2.1617,2.1629,2.1597,2.1757,2.1588,2.1918,2.1706,1,B,biology|chemistry|physics,english,Bachelor of Medicine,5
001C,MEDICINE,university_of_sri_jayewardenepura,biological_science,2.0988,2.1131,2.1097,2.128,2.1104,2.1047,2.1309,2.1027,2.1135,2.0997,2.1309,NQC,NQC,2.1173,2.131,2.1062,2.1248,NQC,2.1019,2.1186,NQC,2.1252,NQC,2.1411,2.1103,1,C,biology|chemistry|physics,english,Bachelor of Medicine,5
001D,MEDICINE,university_of_kelaniya,biological_science,2.0028,2.0126,2.0369,2.0614,2.0099,2.0245,2.0245,2.0192,2.0058,NQC,NQC,2.0257,NQC,2.0332,2.0224,2.0032,2.0228,2.0144,2.0102,2.0074,NQC,2.0055,2.0111,2.01,2.0135,1,D,biology|chemistry|physics,english,Bachelor of Medicine,5
001E,MEDICINE,university_of_jaffna,biological_science,1.8877,1.6662,1.7774,1.6734,1.7799,1.6672,1.8412,NQC,NQC,1.8577,1.6691,1.7713,1.7482,1.683,1.6618,1.7804,1.7666,1.6752,1.7814,1.6667,1.7126,1.6683,1.6892,1.7179,NQC,1,E,biology|chemistry|physics,english,Bachelor of Medicine,5
001F,MEDICINE,university_of_ruhuna,biological_science,1.9245,1.9237,1.9223,1.983,1.9235,1.9304,1.9231,1.9309,1.9215,NQC,NQC,1.9247,NQC,NQC,1.9666,1.9269,1.9349,1.9549,1.9247,1.9247,1.9507,1.9236,1.9839,1.9223,1.9227,1,F,biology|chemistry|physics,english,Bachelor of Medicine,5
001G,MEDICINE,university_of_moratuwa,biological_science,1.8762,1.8568,1.8544,1.8715,1.877,NQC,1.8515,1.848,1.8685,1.8575,NQC,NQC,NQC,NQC,NQC,1.8874,1.8505,1.8622,1.8531,NQC,NQC,NQC,NQC,NQC,1.8802,1,G,biology|chemistry|physics,english,Bachelor of Medicine,5
001H,MEDICINE,eastern_university_sri_lanka,biological_science,NQC,NQC,NQC,1.5776,NQC,1.5163,NQC,NQC,1.8131,NQC,1.5516,NQC,NQC,1.6524,1.6025,1.7744,1.7123,1.6202,NQC,1.5275,1.4926,1.5883,1.6298,NQC,NQC,1,H,biology|chemistry|physics,english,Bachelor of Medicine,5
001K,MEDICINE,rajarata_university_of_sri_lanka,biological_science,1.8962,1.8191,1.8267,1.8212,1.8167,1.8889,1.816,1.8311,1.8201,NQC,NQC,1.8663,NQC,NQC,1.8384,1.8472,1.8292,1.8232,1.819,1.8314,1.819,1.8738,1.8289,1.8169,1.8227,1,K,biology|chemistry|physics,english,Bachelor of Medicine,5
001L,MEDICINE,sabaragamuwa_university_of_sri_lanka,biological_science,1.9197,1.6464,1.7836,NQC,1.7997,1.8137,1.8096,1.8474,1.8005,NQC,NQC,1.7839,NQC,NQC,NQC,NQC,1.7166,1.6485,NQC,NQC,NQC,1.6579,1.648,1.7361,1.7692,1,L,biology|chemistry|physics,english,Bachelor of Medicine,5
001M,MEDICINE,wayamba_university_of_sri_lanka,biological_science,1.9044,1.6996,1.7756,1.7569,1.7781,1.6996,1.8069,1.8335,NQC,NQC,NQC,NQC,NQC,NQC,1.7627,1.7908,1.7127,1.7082,1.7781,1.7018,1.7466,NQC,1.7704,1.7225,1.8032,1,M,biology|chemistry|physics,english,Bachelor of Medicine,5
001U,MEDICINE,uva_wellassa_university_of_sri_lanka,biological_science,NQC,1.6454,NQC,NQC,NQC,1.5375,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.6583,1.6207,NQC,1.8055,NQC,NQC,1.5373,1.4761,1.5978,NQC,NQC,1.8222,1,U,biology|chemistry|physics,english,Bachelor of Medicine,5
002B,DENTAL SURGERY,university_of_peradeniya,biological_science,1.8054,1.6256,1.7634,1.5707,1.7681,1.4818,1.7994,1.8153,1.7901,1.8172,1.5495,1.7265,1.7468,1.6004,1.576,1.7318,1.7001,1.6062,1.7717,1.5122,1.4402,1.5754,NQC,1.7085,1.7599,2,B,biology|chemistry|physics,english,Bachelor of Dental Surgery,5
002C,DENTAL SURGERY,university_of_sri_jayewardenepura,biological_science,1.8026,1.626,NQC,1.5718,NQC,1.5162,NQC,NQC,1.7935,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.7053,NQC,NQC,NQC,NQC,NQC,1.5915,NQC,NQC,2,C,biology|chemistry|physics,english,Bachelor of Dental Surgery,5
003B,VETERINARY SCIENCE,university_of_peradeniya,biological_science,1.7247,1.6125,1.7223,1.5366,1.7313,1.4285,1.726,1.7242,1.7326,1.6952,1.4931,1.5327,1.6663,1.5914,1.556,1.6891,1.6939,1.5833,1.7261,1.4768,1.4252,1.5625,1.5838,1.6219,1.7215,3,B,biology|chemistry|physics,english,Bachelor of Veterinary Science,5
058A,BIOCHEMISTRY & MOLECULAR BIOLOGY,university_of_colombo,biological_science,1.7665,1.6023,1.7503,1.5604,1.7251,1.4099,1.7503,1.7529,1.7249,1.7634,1.5195,1.5308,1.6304,1.5381,1.5367,1.6925,1.6829,1.5805,1.7474,1.4769,1.5102,1.5401,1.5623,1.6748,1.7379,58,A,biology|chemistry|physics,english,Bachelor of Science|Bachelor of Science Honours in Biochemistry and Molecular Biology|Bachelor of Science Honours in Molecular Biology and Biotechnology,3|4|4
039B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,university_of_peradeniya,biological_science,1.2144,1.2549,1.2933,1.2716,1.3015,1.2419,1.2977,1.3005,1.3405,1.2388,1.0787,0.8058,1.1665,1.1781,1.2275,1.2514,1.2573,1.2954,1.3021,1.318,1.1868,1.255,1.2812,1.3604,1.3026,39,B,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science in Agricultural Technology and Management,4
004E,AGRICULTURE,university_of_jaffna,biological_science,0.6275,0.6256,0.7552,0.674,0.7413,0.6278,0.78,0.905,0.7266,0.7086,0.6708,0.7067,0.63,0.7011,0.6326,0.6463,0.7096,0.6497,0.7292,0.6351,0.6345,0.7045,0.7015,0.7747,0.6513,4,E,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science Honours in Agriculture,4
004H,AGRICULTURE,eastern_university_sri_lanka,biological_science,0.621,0.5565,0.7524,0.6606,0.8715,0.4572,0.7131,0.7314,0.7527,NQC,NQC,NQC,0.5403,0.6,0.5485,0.6522,0.6938,0.4993,0.8474,0.602,0.4731,0.7081,1.5712,0.7774,0.6494,4,H,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science Honours in Agriculture,4
004K,AGRICULTURE,rajarata_university_of_sri_lanka,biological_science,0.7526,0.7532,0.749,0.7496,0.7486,0.7535,0.7453,0.7472,0.7473,0.7724,0.7443,NQC,NQC,0.7617,NQC,NQC,NQC,0.7512,0.7426,0.7815,0.9336,0.7514,0.7436,0.7741,0.776,4,K,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science Honours in Agriculture,4
004L,AGRICULTURE,sabaragamuwa_university_of_sri_lanka,biological_science,0.789,0.7928,0.7895,0.8637,0.8281,0.8645,0.7935,0.8047,0.794,0.9733,NQC,NQC,NQC,NQC,0.8232,0.8645,0.7908,0.8353,0.8405,0.8091,0.8402,0.8187,1.0616,0.7953,0.7917,4,L,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science in Agriculture,4
004M,AGRICULTURE,wayamba_university_of_sri_lanka,biological_science,0.6925,0.696,0.7505,0.6976,0.7344,0.6937,0.7172,0.7227,0.7215,0.8416,NQC,0.7427,NQC,1.041,0.7235,0.74,0.7042,0.6934,0.7334,0.7115,0.7583,0.7005,0.6971,0.7693,0.7248,4,M,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science Honours in Agriculture,4
005M,FOOD SCIENCE & NUTRITION,wayamba_university_of_sri_lanka,biological_science,1.1286,1.162,1.2072,1.0935,1.1591,1.1038,1.1845,1.1791,1.1566,1.2255,0.8406,1.2448,0.8419,1.1944,1.0588,1.1473,1.2052,1.176,1.2035,1.1534,0.8996,1.1699,1.1261,1.1889,1.1932,5,M,biology|chemistry|physics|mathematics|agricultural_science,english,Bachelor of Science Honours in Food Science and Nutrition,4
035B,FOOD SCIENCE & TECHNOLOGY,university_of_peradeniya,biological_science,1.5455,1.5092,1.4838,NQC,1.5127,NQC,1.487,1.4819,1.4927,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.5487,1.6043,NQC,NQC,NQC,1.5441,1.4824,1.4804,35,B,biology|chemistry|physics,english,Bachelor of Science Honours in Food Science and Technology,4
035C,FOOD SCIENCE & TECHNOLOGY,university_of_sri_jayewardenepura,biological_science,1.4477,1.4666,1.4449,NQC,1.4643,NQC,1.4598,1.4462,1.4412,1.4512,NQC,NQC,NQC,NQC,NQC,NQC,1.4498,1.4426,1.4459,1.4463,NQC,1.5399,1.4691,1.4622,1.4432,35,C,biology|chemistry|physics,english,Bachelor of Science Honours in Food Science and Technology,4
035L,FOOD SCIENCE & TECHNOLOGY,sabaragamuwa_university_of_sri_lanka,biological_science,1.132,1.2127,NQC,1.0889,1.1798,1.0193,1.3515,1.4754,1.3386,1.1475,0.9776,1.1828,0.9934,1.0817,1.2406,1.215,1.1867,1.04,1.3659,1.1176,0.8365,1.1182,1.2726,1.3158,1.3125,35,L,biology|chemistry|physics,english,Bachelor of Science Honours in Food Science and Technology,4
006A,BIOLOGICAL SCIENCE,university_of_colombo,biological_science,1.5978,1.598,1.6137,NQC,1.5993,NQC,1.6021,1.6089,1.6803,NQC,NQC,NQC,NQC,NQC,NQC,1.613,NQC,1.7634,1.603,NQC,NQC,NQC,NQC,1.6049,1.5983,6,A,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006B,BIOLOGICAL SCIENCE,university_of_peradeniya,biological_science,1.4293,1.4388,1.4419,1.442,1.4269,NQC,1.4327,1.4316,1.4597,1.4437,NQC,NQC,NQC,NQC,NQC,1.4836,1.5505,1.4346,1.4248,1.4467,NQC,1.4369,NQC,1.4262,1.4274,6,B,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006C,BIOLOGICAL SCIENCE,university_of_sri_jayewardenepura,biological_science,1.3632,1.3616,1.3602,1.3632,1.3638,1.393,1.3615,1.3748,1.3614,1.361,NQC,NQC,NQC,NQC,NQC,1.3696,1.3597,1.3789,1.3605,1.3809,1.3651,1.3652,1.3638,1.3711,1.3632,6,C,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006D,BIOLOGICAL SCIENCE,university_of_kelaniya,biological_science,1.2927,1.2905,1.291,1.2974,1.2906,1.3111,1.2902,1.3021,1.292,1.2987,NQC,NQC,NQC,NQC,1.3583,1.317,1.3265,1.2956,1.2905,1.303,1.2976,1.2913,1.2943,1.2932,1.2982,6,D,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006E,BIOLOGICAL SCIENCE,university_of_jaffna,biological_science,1.0495,1.0445,1.2104,1.1652,1.0814,1.1266,1.2824,1.0535,NQC,1.047,NQC,NQC,NQC,1.1065,1.0621,1.0467,1.0528,1.0487,1.1386,1.0447,1.0666,1.0488,1.0861,1.0778,1.0473,6,E,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006F,BIOLOGICAL SCIENCE,university_of_ruhuna,biological_science,1.1681,1.168,1.2084,1.1659,1.1665,1.1973,1.2002,1.1732,1.1738,1.2017,NQC,NQC,NQC,1.1699,NQC,NQC,1.1943,1.1783,1.1691,1.1903,1.1825,1.1678,1.1702,1.1676,1.1709,6,F,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006H,BIOLOGICAL SCIENCE,eastern_university_sri_lanka,biological_science,1.0076,0.8909,1.4254,NQC,1.0835,0.8883,1.2465,0.9927,0.9767,1.0513,NQC,NQC,0.8896,0.9789,0.8955,0.9211,0.8836,0.8878,1.2579,0.9108,0.9225,0.8964,0.898,1.1372,0.9503,6,H,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
006J,BIOLOGICAL SCIENCE,south_eastern_university_of_sri_lanka,biological_science,0.9998,0.7932,NQC,NQC,NQC,0.5027,NQC,1.0163,0.9968,NQC,0.6312,0.4456,0.5602,0.5262,0.5868,0.9413,0.9031,0.6234,NQC,0.7568,0.6844,0.8021,0.689,NQC,0.9951,6,J,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Biological Science,3
007K,APPLIED SCIENCES (BIO.SC),rajarata_university_of_sri_lanka,biological_science,0.9484,0.9582,0.9556,0.9532,0.9573,0.9716,0.9888,0.967,0.949,0.962,NQC,NQC,NQC,NQC,0.9555,0.9698,0.9519,1.0136,0.9543,0.9486,NQC,0.9627,1.1244,0.9682,0.9934,7,K,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Applied Sciences|Bachelor of Science Honours in Applied Sciences|Bachelor of Science (Joint Major) in Applied Sciences|Bachelor of Science Honours in Applied Biology,3|4|4|4
007L,APPLIED SCIENCES (BIO.SC),sabaragamuwa_university_of_sri_lanka,biological_science,0.9826,0.9803,0.9854,1.0506,0.9847,1.0096,0.9872,0.9948,0.9897,1.0118,NQC,NQC,NQC,NQC,NQC,NQC,1.0899,NQC,0.9993,0.9946,1.0952,0.9854,1.1272,0.9876,0.9838,7,L,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science (Applied Sciences) in Environmental Sciences and Natural Resources Management|Bachelor of Science (Applied Sciences) Honours in Environmental Sciences and Natural Resources Management,3|4
007R,APPLIED SCIENCES (BIO.SC),university_of_vavuniya_sri_lanka,biological_science,0.7858,0.6605,NQC,0.7762,NQC,0.4634,NQC,0.809,NQC,0.9209,0.5652,0.6361,0.4935,0.5237,0.6021,0.8619,0.7455,0.5672,0.8628,0.6922,0.5973,0.7308,0.6003,NQC,0.6786,7,R,agricultural_science|higher_mathematics|physics|mathematics|combined_mathematics,english,Bachelor of Science in Environmental Science|Bachelor of Science Honours in Environmental Science,3|4
008B,ENGINEERING,university_of_peradeniya,physical_science,1.9264,1.9259,1.936,1.947,1.9251,1.9937,1.9258,1.9292,1.9376,1.9254,1.956,NQC,NQC,2.0224,2.0122,1.9494,1.9463,1.9782,1.9267,1.9395,2.0505,1.9319,1.9573,1.9402,1.9391,8,B,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Civil Engineering|Bachelor of Science of Engineering Honours in Chemical & Process Engineering|Bachelor of Science of Engineering Honours in Computer Engineering|Bachelor of Science of Engineering Honours in Electrical & Electronic Engineering|Bachelor of Science of Engineering Honours in Mechanical Engineering|Bachelor of Science of Engineering Honours in Manufacturing & Industrial Engineering,4
008C,ENGINEERING,university_of_sri_jayewardenepura,physical_science,1.8086,1.8122,1.801,NQC,1.8007,NQC,1.8512,1.8422,1.9009,1.8019,NQC,1.8685,NQC,NQC,1.8569,1.8585,NQC,NQC,1.8,NQC,1.8109,1.8417,NQC,1.8084,1.8004,8,C,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Civil Engineering|Bachelor of Science of Engineering Honours in Computer Engineering|Bachelor of Science of Engineering Honours in Electrical and Electronic Engineering|Bachelor of Science of Engineering Honours in Mechanical Engineering,4
008E,ENGINEERING,university_of_jaffna,physical_science,NQC,1.5835,NQC,1.2734,1.6179,1.2672,NQC,NQC,NQC,1.6834,1.605,1.4186,NQC,1.2786,1.2771,1.4005,1.4009,1.279,NQC,1.3698,1.2676,1.6082,1.2793,NQC,1.5051,8,E,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Civil Engineering|Bachelor of Science of Engineering Honours in Electrical and Electronic Engineering|Bachelor of Science of Engineering Honours in Mechanical Engineering|Bachelor of Science of Engineering Honours in Computer Engineering,4
008F,ENGINEERING,university_of_ruhuna,physical_science,1.8176,1.6306,1.7093,1.7057,1.6267,1.6467,1.8399,1.8187,1.6476,1.695,1.7726,1.6598,NQC,1.6385,1.6537,1.6319,1.6277,1.634,1.692,1.6287,1.6574,1.6263,1.6425,1.6427,1.6336,8,F,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Civil and Environmental Engineering|Bachelor of Science of Engineering Honours in Electrical and Information Engineering|Bachelor of Science of Engineering Honours in Mechanical and Manufacturing Engineering|Bachelor of Science of Engineering Honours in Marine Engineering & Naval Architecture|Bachelor of Science of Engineering Honours in Computer Engineering,4
008G,ENGINEERING,university_of_moratuwa,physical_science,2.0805,2.0818,2.0848,2.1458,2.1017,2.0835,2.0803,2.0829,2.0798,2.0822,2.1396,2.3839,2.6538,2.1676,2.102,2.0967,2.1657,2.0884,2.0805,2.1595,2.1108,2.1156,2.1018,2.0962,2.0919,8,G,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Biomedical Engineering|Bachelor of Science of Engineering Honours in Electrical Engineering|Bachelor of Science of Engineering Honours in Chemical & Process Engineering|Bachelor of Science of Engineering Honours in Electronic and Telecommunication Engineering|Bachelor of Science of Engineering Honours in Civil Engineering|Bachelor of Science of Engineering Honours in Mechanical Engineering|Bachelor of Science of Engineering Honours in Computer Science & Engineering|Bachelor of Science of Engineering Honours in Materials Science & Engineering,4
008J,ENGINEERING,south_eastern_university_of_sri_lanka,physical_science,NQC,NQC,NQC,1.1175,NQC,0.7651,NQC,NQC,NQC,NQC,NQC,NQC,0.5854,1.1117,1.2453,NQC,1.4015,1.035,NQC,NQC,0.8495,NQC,1.2014,NQC,1.5439,8,J,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Civil Engineering|Bachelor of Science of Engineering Honours in Electrical & Electronic Engineering|Bachelor of Science of Engineering Honours in Mechanical Engineering,4
009G,ENGINEERING  (EM),university_of_moratuwa,physical_science,1.6222,1.5299,1.6336,1.613,1.5922,1.0294,1.5931,1.6045,1.589,1.3231,1.5508,0.9022,0.5315,1.1249,1.3575,1.3733,1.3324,1.3808,1.5806,1.3586,1.2091,1.5841,1.5871,1.5467,1.4419,9,G,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Earth Resources Engineering,4
010G,ENGINEERING  (TM),university_of_moratuwa,physical_science,1.6074,1.5433,1.6095,1.5127,1.5721,1.0482,1.6126,1.5991,1.5851,1.411,1.4688,0.8306,0.4242,0.8214,1.1623,1.3259,1.3281,1.4779,1.6078,1.3545,1.5527,1.5756,1.5048,1.5472,1.4932,10,G,combined_mathematics|chemistry|physics,english,Bachelor of Science of Engineering Honours in Textile & Apparel Engineering,4
011G,QUANTITY SURVEYING,university_of_moratuwa,physical_science,1.4356,1.4088,1.4199,1.234,1.348,0.7132,1.4682,1.4746,1.4374,1.3915,1.4447,0.765,0.5296,1.1299,1.136,1.3041,1.2698,1.124,1.4382,1.324,0.8559,1.3984,1.1499,1.4414,1.3696,11,G,combined_mathematics|higher_mathematics|accounting|economics|business_statistics|business_studies|physics|chemistry|ict,english,Bachelor of Science Honours in Quantity Surveying,4
012C,COMPUTER SCIENCE,university_of_colombo_school_of_computing,physical_science,1.6486,1.655,1.6535,NQC,1.6561,NQC,1.6504,1.6503,1.8055,1.6495,NQC,NQC,NQC,NQC,1.6562,NQC,NQC,1.7084,1.6517,1.7014,NQC,1.6764,NQC,1.8996,1.8598,12,C,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Science in Computer Science|Bachelor of Science Honours in Computer Science|Bachelor of Science Honours in Software Engineering,3|4|4
012D,COMPUTER SCIENCE,university_of_sri_jayewardenepura,physical_science,1.5739,1.6321,1.5745,NQC,1.5888,NQC,1.5751,1.5769,1.6036,1.5786,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.5758,NQC,NQC,NQC,NQC,1.5744,1.6095,12,D,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Computing Honours in Computer Science,4
012E,COMPUTER SCIENCE,university_of_kelaniya,physical_science,1.5815,NQC,1.5904,NQC,1.5829,NQC,1.5847,1.5881,1.5901,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.5821,NQC,NQC,NQC,NQC,1.5816,NQC,12,E,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Science Honours in Computer Science,4
012F,COMPUTER SCIENCE,university_of_jaffna,physical_science,1.3792,1.1771,1.3137,1.1074,1.11,NQC,NQC,NQC,NQC,1.3247,1.174,NQC,NQC,NQC,1.2109,1.1243,1.1614,1.2255,1.3986,1.1075,NQC,1.1182,1.1541,1.3115,1.1751,12,F,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Science in Computer Science|Bachelor of Science Honours in Computer Science,3|4
012T,COMPUTER SCIENCE,university_of_ruhuna,physical_science,1.3995,1.4079,1.4152,NQC,1.4568,NQC,1.4864,1.5312,1.4499,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.4004,NQC,NQC,1.5052,NQC,1.4197,1.4218,12,T,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Science in Computer Science,3
012W,COMPUTER SCIENCE,eastern_university_trincomalee_campus,physical_science,NQC,1.2027,NQC,0.7439,1.0091,0.4406,NQC,NQC,NQC,NQC,0.8323,0.5385,0.3781,0.6572,0.8012,0.9517,0.9563,0.7394,NQC,0.8951,0.644,1.1568,0.8199,NQC,1.164,12,W,combined_mathematics|chemistry|physics|higher_mathematics|mathematics|ict,english,Bachelor of Science in Computer Science,3
013A,PHYSICAL SCIENCE,university_of_colombo,physical_science,1.3692,1.3723,1.3737,NQC,1.3697,1.7121,1.372,1.3737,1.3709,NQC,NQC,NQC,NQC,NQC,NQC,1.7505,NQC,1.6697,1.3713,1.4009,2.1084,1.3938,NQC,1.3845,1.3692,13,A,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013B,PHYSICAL SCIENCE,university_of_peradeniya,physical_science,1.247,1.2477,1.2579,NQC,1.2463,1.5859,1.2502,1.2531,1.2643,1.2518,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.2542,1.3055,NQC,1.2459,1.5292,1.2515,1.2504,13,B,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013C,PHYSICAL SCIENCE,university_of_sri_jayewardenepura,physical_science,1.1824,1.1855,1.1845,NQC,1.1907,NQC,1.1819,1.1831,1.1872,1.1878,NQC,NQC,NQC,NQC,NQC,1.1912,NQC,NQC,1.1839,1.1819,NQC,1.1939,NQC,1.1969,1.1926,13,C,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013D,PHYSICAL SCIENCE,university_of_kelaniya,physical_science,1.0877,1.0851,1.0853,1.0927,1.0859,NQC,1.0853,1.0886,1.0952,1.0979,NQC,NQC,NQC,NQC,NQC,1.0988,1.1096,1.117,1.0862,1.0894,NQC,1.088,1.1416,1.0872,1.0916,13,D,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013E,PHYSICAL SCIENCE,university_of_jaffna,physical_science,0.8975,0.7941,0.8872,0.8367,0.8057,0.9804,NQC,NQC,0.9414,0.8707,0.8103,NQC,NQC,NQC,0.7995,0.7914,0.7921,0.8108,0.886,0.7916,NQC,0.7985,0.81,0.9153,0.8018,13,E,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013F,PHYSICAL SCIENCE,university_of_ruhuna,physical_science,0.9913,0.991,0.9982,1.0491,0.9918,NQC,1.0317,1.0491,0.9986,1.0042,NQC,NQC,NQC,NQC,1.0208,1.0055,1.0096,1.0073,0.9909,0.9977,NQC,0.9919,0.9947,0.9919,1.0029,13,F,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013H,PHYSICAL SCIENCE,eastern_university_sri_lanka,physical_science,0.948,0.7948,0.9138,0.5778,0.8251,0.4056,NQC,NQC,NQC,0.9339,0.4169,NQC,NQC,0.422,0.4014,0.5639,0.6185,0.4107,0.8952,0.6331,0.4221,0.7747,0.6335,NQC,0.6867,13,H,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
013J,PHYSICAL SCIENCE,south_eastern_university_of_sri_lanka,physical_science,0.9211,0.8542,0.8854,0.5733,0.901,0.1747,NQC,NQC,0.9692,0.9072,0.32,-0.0245,-0.0153,0.2645,0.2865,0.5598,0.6114,0.3388,0.8835,0.6324,0.3596,0.8643,0.6291,NQC,0.7033,13,J,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology,english,Bachelor of Science in Physical Science,3
014L,SURVEYING SCIENCE,sabaragamuwa_university_of_sri_lanka,physical_science,1.0317,1.0102,1.1064,0.9708,1.0113,0.6473,1.0987,1.1548,1.1549,1.1538,0.8495,0.5638,0.3123,0.8986,1.06,1.0595,1.0428,0.8515,1.1014,1.0026,0.7637,1.1125,1.0257,1.0605,1.0743,14,L,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Science in Surveying Science,4
015K,APPLIED SCIENCES  (PHY.SC),rajarata_university_of_sri_lanka,physical_science,0.8907,0.9178,0.8982,0.9527,0.9108,NQC,0.8906,0.8838,0.8838,0.9003,NQC,NQC,NQC,NQC,0.8883,0.9056,0.9143,0.9886,0.8967,0.8924,NQC,0.8887,NQC,0.8842,0.8859,15,K,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology|ict,english,Bachelor of Science in Applied Sciences|Bachelor of Science Honours in Applied Sciences|Bachelor of Science Honours (Joint Major) in Applied Sciences|Bachelor of Science Honours in Industrial Mathematics,3|4|4|4
